-5.65862	0.814802	0.0682766	-1.12464	-5.81732	0.768782	-5.7729	0.8743	0.575	-0.8182
-5.5334	0.537897	0.338297	-0.675369	-5.5182	0.5535	-5.5205	0.5643	0.673	-0.7396
-5.18069	0.050775	0.857652	-1.2533	-5.05677	0.0358664	-5.2312	0.2884	0.7604	-0.6495
-4.82082	0.136693	0.908389	0.269918	-4.8188	0.1928	-4.9097	0.0509	0.8358	-0.549
-4.76629	-0.149798	0.677804	-0.818586	-5.16305	-0.228318	-4.5609	-0.1444	0.898	-0.44
-4.21372	-0.467844	1.47632	-0.797988	-4.1604	-0.4684	-4.1904	-0.2945	0.9461	-0.3239
-3.91679	-0.362035	0.637223	0.324594	-3.93815	-0.306979	-3.804	-0.397	0.9792	-0.2028
-3.42653	-0.607831	1.30231	-0.783155	-3.3897	-0.6513	-3.4079	-0.4502	0.9969	-0.0785
-3.09701	-0.541654	0.417537	0.107097	-2.90104	-0.477676	-3.0081	-0.4533	0.9989	0.0471
-2.77281	-0.630577	0.872041	-0.307417	-2.7467	-0.6461	-2.6112	-0.4063	0.9851	0.1719
-2.53026	-0.297077	0.635136	0.917658	-2.49976	-0.28189	-2.2232	-0.31	0.9558	0.294
-1.86592	-0.240632	1.84226	-0.113876	-1.7947	-0.2803	-1.8504	-0.1657	0.9114	0.4115
-1.46138	-0.0955133	0.762963	0.340264	-1.44537	-0.0258853	-1.4986	0.0241	0.8527	0.5225
-1.27154	0.228771	0.402871	1.00676	-1.2918	0.2587	-1.1734	0.2565	0.7804	0.6252
-1.08183	0.61029	0.874662	0.722416	-1.26961	0.717845	-0.8798	0.5278	0.6959	0.7181
-0.714685	0.887279	0.922852	0.686804	-0.7114	0.885	-0.6226	0.8338	0.6004	0.7997
-0.477664	1.43131	0.72227	0.857246	-0.619003	1.81188	-0.4058	1.1697	0.4955	0.8686
-0.00463884	1.79583	1.3564	0.956016	0.0252	1.7989	-0.2327	1.53	0.3827	0.9239
-0.0448781	2.31242	-0.182477	1.33126	-0.0665914	2.2114	-0.1062	1.9092	0.2639	0.9645
-0.0283552	2.45983	0.137098	0.227364	-0.0198	2.3895	-0.0282	2.3013	0.1409	0.99
-0.110987	2.78198	-0.223225	1.10202	-0.126265	2.73679	0	2.7	0.0157	0.9999
-0.0603294	3.07803	0.22822	0.690085	-0.0405	3.0506	0.011	3.0997	0.0785	0.9969
-0.0188277	3.56378	0.0959382	1.19051	-0.0253757	3.67561	0.0704	3.4949	0.2028	0.9792
0.30141	4.01758	0.952163	1.12765	0.3376	4.0137	0.1789	3.8797	0.324	0.9461
0.244156	4.19099	-0.159108	0.721515	0.220513	3.86471	0.3348	4.2478	0.44	0.898
0.484989	4.38309	0.684385	0.457121	0.5176	4.3696	0.5356	4.5934	0.5491	0.8358
0.889884	4.7968	1.01835	0.977974	0.930696	4.93786	0.7781	4.9112	0.6495	0.7604
1.2546	5.25132	0.903559	1.156	1.2509	5.2625	1.0585	5.1961	0.7397	0.673
1.53444	5.76691	0.533463	0.764018	1.59981	6.05533	1.3724	5.4436	0.8182	0.575
2.08839	5.63472	1.34808	-0.429147	2.1092	5.565	1.7149	5.6497	0.8838	0.4679
2.28163	5.76989	0.327068	0.200837	2.26417	5.92888	2.0805	5.8114	0.9355	0.3534
2.55829	5.81904	0.698912	0.138016	2.5731	5.8202	2.4635	5.9259	0.9724	0.2334
2.75182	5.84396	0.432184	-0.018067	2.75058	5.86394	2.8578	5.9915	0.994	0.1097
3.5051	5.81573	1.8823	0.0251696	3.5645	5.8376	3.2572	6.0072	0.9999	-0.0157
4.07494	5.87253	1.19361	-0.116848	4.13249	6.00434	3.6555	5.9727	0.99	-0.1409
4.05077	5.71895	-0.115738	-0.518109	3.9844	5.6752	4.0463	5.8886	0.9646	-0.2639
4.52465	5.66319	1.25996	-0.141642	4.70174	5.74461	4.4234	5.7562	0.9239	-0.3827
4.99885	5.84747	1.2404	0.494338	5.0082	5.8822	4.781	5.5775	0.8686	-0.4955
5.34818	5.4286	0.857371	-1.14925	5.2261	5.23031	5.1134	5.3554	0.7997	-0.6004
5.49402	4.92214	0.347426	-1.32921	5.4666	4.9038	5.4153	5.0934	0.7181	-0.6959
5.344	4.49781	0.0744448	-0.649417	5.00836	4.28397	5.682	4.7956	0.6252	-0.7804
5.73098	4.4003	1.0762	-0.169353	5.7938	4.4382	5.9093	4.4668	0.5225	-0.8527
5.82738	4.29852	0.0430988	-0.355812	5.78829	4.30334	6.0936	4.1121	0.4115	-0.9114
6.07594	3.69714	0.538666	-1.41496	6.0863	3.6602	6.2319	3.737	0.294	-0.9558
6.38336	3.03184	0.550765	-1.79823	6.53067	3.06654	6.3222	3.3476	0.1719	-0.9851
6.57134	3.08483	0.605328	0.043196	6.598	3.1563	6.3629	2.95	0.0471	-0.9989
6.56826	2.78965	0.000390836	-0.772091	6.42527	2.69765	6.3535	2.5503	-0.0785	-0.9969
6.40636	2.12073	-0.520871	-1.65725	6.3629	2.0806	6.2941	2.155	-0.2028	-0.9792
6.10389	1.43268	-0.360129	-1.6296	5.85407	1.38119	6.1856	1.7703	-0.3239	-0.9461
6.0718	1.25231	-0.0136316	-0.48334	6.1014	1.2951	6.0297	1.4022	-0.44	-0.898
6.01476	1.20117	-0.204757	-0.110961	6.02589	1.22527	5.8289	1.0565	-0.549	-0.8358
5.78285	0.967401	-0.640022	-0.584315	5.7517	0.9483	5.5864	0.7388	-0.6495	-0.7604
5.32515	0.506508	-0.707045	-1.13104	4.99032	0.462422	5.306	0.4539	-0.7396	-0.673
5.00222	0.384754	-0.812686	-0.284257	4.9982	0.4155	4.992	0.2064	-0.8182	-0.575
4.54152	0.0339773	-1.07365	-0.913366	4.42575	0.0212438	4.6496	0.0002	-0.8838	-0.4679
4.17131	-0.115612	-0.905437	-0.32375	4.1834	-0.0925	4.284	-0.1614	-0.9354	-0.3535
3.94391	-0.323065	-1.15444	-0.490897	4.30919	-0.362392	3.901	-0.2759	-0.9724	-0.2334
3.26432	-0.211784	-1.77381	0.413062	3.2212	-0.1734	3.5067	-0.3416	-0.994	-0.1097
2.63808	-0.133717	-1.46461	0.179544	2.62485	-0.138458	3.1072	-0.3573	-0.9999	0.0157
2.54035	-0.0929492	-0.0790883	0.0906165	2.6331	-0.0972	2.709	-0.3228	-0.99	0.1409
2.09369	-0.381482	-1.23045	-0.768262	1.94022	-0.311718	2.3182	-0.2386	-0.9646	0.2639
1.84961	3.40296e-05	-0.518891	1.46195	1.8962	0.0982	1.941	-0.1062	-0.9239	0.3827
1.75093	-0.0187324	-0.312555	-0.167482	1.64243	-0.0151108	1.5835	0.0725	-0.8686	0.4955
1.36154	0.267035	-1.12799	1.05278	1.3181	0.3202	1.2511	0.2946	-0.7997	0.6004
1.14606	0.593725	-0.69814	0.653261	1.30087	0.638691	0.9492	0.5566	-0.7181	0.6959
0.682211	0.695669	-1.21018	0.186419	0.6474	0.6653	0.6825	0.8543	-0.6252	0.7804
0.392582	1.17176	-0.851248	0.581028	0.622267	1.64622	0.4552	1.1832	-0.5225	0.8526
0.355844	1.31404	0.224128	0.264011	0.4059	1.2982	0.2709	1.5379	-0.4115	0.9114
0.256515	2.0089	-0.372988	1.50378	0.146943	2.36334	0.1326	1.9129	-0.294	0.9558
0.249875	2.35881	0.152559	0.752177	0.2705	2.3131	0.0423	2.3024	-0.1719	0.9851
0.0209202	2.72568	-0.606935	0.976592	0.00673581	2.69829	0.0016	2.7	-0.0471	0.9989
